	text	label	update
1705	▁ 久 し ぶ りの 電車 だ から 酔 い そう	1	True
1706	▁ ケー タイ の 充 電 器 で 火 傷 した く っ そ 痛 い	3	True
1707	▁ かな し み	1	True
1708	▁ 間 違 って ない や ん け	2	True
1709	▁ 推 し 事 する 夢 見 た ぞ 。 しか も か なり 具 体 的な 。 ライブ 行 って ない し セ トリ も 知 ら ん のに 、 マ ジ で 解 脱 して た のか ? ? ▁ 二 度 寝 する	3	True
1710	▁ @ x x h on o x x 4 13 ▁ し ゅ か で い いで す よ	0	True
1711	▁ せ っ か く の 休 み 暇 す ぎ て 溶 け そう だ	1	True
1712	▁ @ ak n p o y o on ▁は や く 買 いた す ぎ て さ ぼ り 笑	0	True
1713	▁ @ k um ak um a 11 19 ▁ な ん か や や こ し かった み たい や ね	4	True
1714	▁ さ ー ね よう ▁ 古 典 と 再 考 査 待 って ん のに 寝 て しまう 自分 が 恐 ろ しい ぜ ▁ お やす み ー ー ー ー ー ー	3	True
1715	▁ グ ク テ テ に 想 いを 馳 せ ながら 寝 ます ! お やす み な さ い	0	True
1716	▁ 去 年は れ の ひ 見 に 行 って た から ニュース 見 て び っ く り した	3	True
1717	▁ @ n an a h ar u 198 4 ▁ 私 も ー ヽ ( ; ▽ ; ) ノ でも 、 ほ ん ま それ ぐ ら い 買 った ら 当た る ように し とい て 欲 しい よ な w 3 枚 が 限 界 や わ	1	True
1718	▁ @ le a f m o on _ 8 ▁近 所の 公園 って 友 達 が 集 まる か 集 ま らない か で 風 景 が 大きく 変 わる よ ね 〜 仲 の 良 かった 友 達 程 遠 く に 行 っ ちゃ う んだ よ ね 長 男 な ん か 3 人 も 仲 の 良 かった 友 達 転 校 した よ 〜	1	True
1719	▁ 必要 素 材 計算 した ら 吐 き 気 してきた	1	True
1720	▁ め っ ちゃ 雨 降 って きた ど	3	True
1721	▁そ そ ! そ ー 書 いて た ! ▁ ログ アウ ト した から み れ ん く なった ん かな ?	3	True
1723	▁ う た って い い お	4	True
1724	▁ お っ 、 こ ち ら では BB と SV が ば と って ます ▁ み んな 戦争 して る ー ▁ あ ち し は か や の そ と ー ▁ ヤ ジ 飛 ば そう	2	True
1725	▁ S H O C K も プレ ゾ ン も 知 らない から 、 や ば い .. . と思 って た んだ け ど も 。 プレ ゾ ン 曲 と思 われる のが 、 千 年 メ ド レー み たい 〜 って 思 って 見 て て い っ そ 千 年 メ ド レー 、 シン クロ な トラ ジャ で 見 て み たい な 〜 。 凄 い 長 く て 大 変 だ ろう け ど .. . 圧 巻 する だ ろう な 〜 あ っ 少 クラ で 東 山 さん に 提 案 しても ら お う ! _ φ ( ・ _ ・	0	True
1726	▁ @ w in 21 b b ▁ や っ ぱ り ᄏ ᄏ ᄏ ▁ という ことは 9 4 l in e で す か ? ▁ え ! ? 可 愛 いく ない で す よ ▁ わた し も 彼 氏 に 冷 た く 出来 る ような 強い 女 になり た いで す 笑	0	True
1727	▁ じ ゃ あ 清 純 な ところ 見 せて く だ さ い 話 は それ から で す ね ▁ 半 年 ? 全 然 先 な ので この 話 は無 かった ことに オ ロ ナ ミン C の 瓶 で す よ ! ! デ カ ビ タ C の 瓶 でも い いで す け ど ▁ ま 、 ま さ か 湯 み そ さん .. . 友 達 が .. . ぼ っ ちな んで す か .. .. .. 知 って ま した ←	4	True
1728	▁ 眠 眠 打 破 に 睡 眠 打 破 されて 寝 れない 無 理 起 き れない	1	True
1729	▁ @ k a a a 47 ▁ き ゃ ー ー ー お 恥 ず か しい ! ! ! ! 見 ない で ー ー ー	3	True
1730	▁ あ ー ー もう な んな ん や 笑 ▁ 嫌 い なった お も た のに 普通 に 話 せる し ▁ 嫌 い な ん や った ら 僕 のこと 相手 せん ぐ ら い して や め っ ちゃ 辛 い ん や け ど	1	True
1731	▁ 冬 休 みに 遊 ぶ 時間 な さ す ぎ て 萎 える ▁ 誰 か あ そ ぼ ←	1	True
1732	▁ @ z et t a i _ z et s um e i ▁ 残 念 .. . は ずれ で す ▁8 / 28 ( 火 ) まで 一 投 稿 に 付き 一 回 チャ レンジ できる よ ▁マ ック フ ルー リー ▁ 白 い ブラ ック サン ダー が 8 / 29 ( 水 ) より 全国 で 販売 開始 絶 対 食べ て ね ▁p ic . t w it ter . c om / O 1 h 3 WS e H c H	1	True
1733	"▁ な ん と ! そう な んで す か ( > _ < ) ぜ ひ 、 映画 館 で 観 て く だ さ い ～ ▁ R T ▁"" @ k e ic o 0 20 4 : ▁ 宮 崎 監督 ▁ 引退 。 。 。 風 立ち ぬ ▁が ▁長 編 映画 ▁ 最後の 作品 ▁その ▁ 作品 見 に 行 って いない ▁ 私 ▁"""	1	True
1734	▁ え っ ! ? ▁ ミ ント さん の 家 ア シ ダ カ ク モ いる んで す か ! ? ( ア シ ダ カ ク モ = ゴ キ ちゃ ん の 繁 殖 .. . )	3	True
1735	▁ @ h t m c y 00 ▁そ ー ら しい け ど 先 着 順 ら しい よ	4	True
1736	▁ 素 敵 で した 〜 〜 ▁ ノ ワ ール さん の ライブ に 行 きた いで す .. . ▁ 私 も ノ ワ ール さん の 投 稿 と ても 楽 し みに しており ます 。 今 年 も よ ろ しく お 願 い しま す	0	True
1737	▁ う む .. .	3	True
1738	▁ 僕 を リ ム った のは 誰 かな ?	2	True
1739	▁ び っ く り ▁ / ▁ # 雑 談 ▁ 雑 談 ▁h t t p : / / c as . st / 12 b 8 8 f 50	3	True
1740	▁ や っ っ っ と 終 わった も ー や る って 言 った こと や って く れ へ ん しい い 加 減 な 人 や から 全 部 こ っ ち で や った ん ね ん 。 自分 が や ら な あ かん と思 った ほう が スト レス にも なら ん わ と り あ え ず 明 日 は 楽 し んで 初の レ ッ ス ン が ん ば ろう	2	True
1741	▁一 緒 に 住 んで る 息 子が 昨 日から 下 痢 が 止 ま ら なく 仕 事を 早 退 して 病院 に 連 れて 行 った ら 急 性 胃 腸 炎 だ って ▁ 点 滴 二 時間 や って きた よ ～	3	True
1742	▁ な ん か 今 日 眠 い 舞台 寝 ちゃ い そう .. . 。	3	True
1743	▁ ウ ッ 無 理 か わ い す ぎ .. .	0	True
1744	▁ 改 めて 、 和 泉 さん 、 p u p p u さん 、 お は よ ▁ ま っ す ん さん も 和 泉 さん も 長い ね 〜 ▁ ま あ 、 でも 元 気 そう で 良 かった	0	True
1745	▁ お は よう ご ざ い ます ! 風 邪 は 良 く も 悪 く も な って ま せん ▁ ラ スト 一 日 頑 張 る ぞ !	0	True
1746	▁本 当 に ? ▁ 何 処 情報 で す か ? ▁ 決 ま って 、 ホ ント よ かった ! ▁ ヤ ッ ター * \ ( ^ o ^ ) / * ▁m ay um i さん と ▁ ハ イタ ッチ した い 気 分 で す ▁ 久 々に 嬉 しい 話 で 最高 で す ね 。	0	True
1747	▁ 明 日 バ イト や から 早 い ん だった ▁ an n 諦 め よ っ かな 。 聞 きた い け ど 。 ▁ め っ ちゃ く ちゃ 聞 きた い け ど 。 ▁ あ ー 辛 い 。 ▁p ic . t w it ter . c om / d l H 0 a 6 8 T T i	1	True
1748	▁ 待 って な ん か 間 違 えて 押 し ちゃ った んだ け ど わた し な に 押 した ? ? 恐 怖	3	True
1749	▁ @ H E R O 10 9 32 ▁ あ ぁ ー あ ぁ ー あ ぁ ー 。 ▁ や べ え よ セ ラ ちゃ ん	0	True
1751	▁ 最 近 の と く ダ ネ には ガ ッ カリ 露 出 度の 高い 服 着 て 触 られて セ ク ハ ラ って 騒 ぐ な み たい な 発 言 する 小 倉 サン 昨 日 も 立 行 司 の セ ク ハ ラ 、 内 々に 収 め られ なかった の かな ん て 堂 々 と 発 言 段 々 観 て る の 嫌 になって くる ▁ # と く ダ ネ	2	True
1752	▁ @ m om os um i 8 30 ▁ ٩ ( ▁ ̆ ◊ ▁ ̆ ) ۶ オ ッ ハ ヨー ー ーン ! ! ! ▁そ ろ そ ろ 動 か ない と 、 、 ( 笑 ) ▁ 雅 紀 を 思 い 出し ながら ? ( 笑 ) ラン チン して くる ー ー た ぶ ん ▁ 爆 裂 ト ーク になる ので ▁ 時間 も あ っ という 間 や ね ( о ▁ ́ ∀ ` о ) ▁ ど こ かに 行 く の かな ? ▁ 今 日 も 楽 しく い こう ね よ ろ しく で ー す	0	True
1753	▁ 今 日 は 県 大会 で す ! ▁天 気 も 恵 ま れ 、 絶 好 の 弓 道 日 和 となり ま した ! ▁ 日 頃 の 成 果 を出 し き り 、 悔 いの ない よう が ん ば り ま しょう ! !	0	True
1754	▁ お は よう ご ざ い ます ～ 私 も これ から 仕 事 で す .. . お 仕 事 頑 張 り ま し ょ ～	0	True
1755	▁ @ k u ro ch an 7 8 ▁ 私 勉 強 して ない な ん て 一 言 も 言 って な ー い も ー ん ♪ ▁ 世界 史 プリ ント 2 枚 だけ や った け ど 半 分 も あって ない け ど あ か て ん と ら な そう だ から い い や ▁ さ や な ん て こ ない だ 会 計 で い い 点 と っ ちゃ って 赤 点 だ 〜 って 言 って た く せ に っ	2	True
1756	▁ 実 の 息 子が 無 理 な のに わた し が 平 気 な わけ ない じ ゃ ん 何 で 無 理 、 ダ メ って 言 われ て る のに 電話 かけて くる かな 〜 。 無 理 な も ん は無 理 な んだ って ! 言 われ ても わ かん ない と こ そ っ く り 。 旦 那 の ほう が 理 解 力 ある け ど 。 最初 に きっかけ 作 った の そ っ ちな んだ から 今 更 足 掻 か ない で よ 。 無 理 無 理	2	True
1757	▁ @ B x W l u v N 8 21 ▁それ な ん よ ; _ ; ▁ 私 L IV E 終 盤 になり だ して ▁それ 考え だ した ら 涙 で た ▁ 忙 しい よ ね 他の アー ティ スト ▁も L IV E したり する は ず や し ね ▁ う ん う ん 美 声 聞 ける ▁ え ー 二 回 いく の ( ⌒ ▽ ⌒ ) ? ▁ ゆ き 神戸 だ けた よ	1	True
1758	▁ @ y um e ch i 15 ▁ ゆ め み ちゃ ん み たい な 美 人は な かな か いて ない よ ー う 。 あ な た は 美 人 薄 命 、 お い らは 猿 顏 薄 毛	0	True
1759	▁これ T w it ter だ から 見 えない だけ .. ? ?	3	True
1760	▁ お は よう あ は は 脳 から 溢 れない 程度 で い い よ 。 ( 笑 ) い と ま の 車 窓 からも 楽 し み にして る よ 、 ち ー さん にも 会 える んだ ね 。 今 日 は 、 ぼ っ ち じ ゃ ない から イ イ ネ 。	0	True
1761	▁ く ち ▁ ニ ン ニ ク ▁ め っ ちゃ 臭 い や ば いわ 〜 ▁ ご ち そう さま	4	True
1762	▁ I F ▁ Y O U ▁ び ぐ ば ん 早 く 会 いた い ▁p ic . t w it ter . c om / i E 0 e L s 3 W f P	1	True
1763	▁ @ n 3 n _ a b i ▁ 真 剣 に 悩 んで る のに 〜	2	True
1764	▁は い っ どう ぞ つ	4	True
1765	▁ え ぇ .. .	3	True
1766	▁ ま じ ム カ ツ ク ▁ 始 発 での 帰 り 、 大 井 町 線 から 溝 の 口 → 武 蔵 溝 ノ 口 → 稲 田 堤 → 京 王 稲 田 堤 まで 一 緒 で 、 迷 彩 の ノ ース フェ イ スの リ ュ ック を 背 負 っている 大学 生 ( 多 分 運動 部 ) ▁全 部 キ セル している 。 今 日 で 2 回 目の 目 撃 。 次 は 写 メ 撮 って や る !	2	True
1767	▁ まず お 腹 空 いた ▁ ミ ル ク 飲 ま せる ▁ 美 味 しい ▁ .. . しば らく して ▁ や っ べ ー う ん こ して ー ▁ あ 、 ▁ で た	0	True
1768	▁ あ ぶ な っ ▁ 座 った まま 寝 ると こ や った 笑 ▁ 理 科 今 回 暗 記 系 ちゃ う から 副 教 科 して 寝 れた ら 寝 よう	4	True
1769	▁も う 3 日 く ら い 何 も ▁ 食べ た く ない ぃ ぃ ぃ ぃ ▁ 気 持ち 悪 い ▁ 食べ す ぎ って よく ない ね ▁ 寝 れない し 気 持ち 悪 い	1	True
1770	▁この 間 こ か ぴ ちゃ ん と カラ オ ケ 行 った とき で ん ぱ ー り ー ナ イト の P V 入 って て 思 わず 歌 って しまった	0	True
1771	▁ 待 って 、 す ば る く ん の 全 部 撮 り 逃 した	1	True
1772	▁ @ 10 t et s u _ 2 n d _ ▁ ま じ か ▁ 二 次 当た った 人 いる の かな 、 、	3	True
1773	▁ からも からも	0	True
1774	▁ ち ん とも おお おお ▁ “ @ 10 _ m i 28 : ▁ @ K an n a _ BS : ▁それ は 辛 い ( つ Д ` ) ノ ▁ # 次 がある よ ▁ “ @ 10 _ m i 28 : ▁ 会 いに 来 た のに 居 ない 。 ▁ # 辛 い ▁ “ @ K an n a _ BS : ▁ # 恋 だ ね ▁ R T “ @ 10 _ m i 28 : ▁ あ いた ー い ” ” ” ” ”	1	True
1775	▁ お 早 う ご ざ い ます 。 台 風 の 被害 が 最 小 限 であり ます ように .. . こ んな 日に 参 観 日 か ぁ .. . 行 きた く な ー い ▁ 子供 も 今 日 は 休 み だ と思 い こ んで た から 気 が 重 そう だった け ど	1	True
1776	▁ @ y op p i 0 9 15 ▁ く ん も 高校 の とき の手 紙 読み た く なった 。 陸 上 ノ ート も 。 独 り 言 も 。 ▁ め っ ちゃ 恋 しい 。 ▁ 持 って く れば よ かった 。	1	True
1777	▁ お は よ ー ご ざ い ます ∠ ▁( ▁ ́ ・ _ ・ ` ) / ▁ 具 合 い 悪 いで す	1	True
1778	▁ 最 近 の ニュース って 、 ネット と か ラジオ と か テレビ と か 雑誌 から 引 用 して る だけ じ ゃ ん ! って 思 う ▁ 記 者の 人 達 は 自分 で ネ タ を 探 さ ない の かな ?	2	True
1779	▁ 起 きた け ど 体 調 悪 す ぎ て 今 日 は もう 午 前 休	1	True
1780	▁ @ _ t 8 ▁一 週 間 フ レン ズ 原作 買 った ら 表 紙 は キ ラ キ ラ 系 な のに 中 身 は 画 面 の 密 度 異 常に 薄 く て ぉ こ	2	True
1781	▁ @ h i k o 198 3 ▁ あ れ ー ー ー 。 丸 井 メン ズの 方 は ラー メン 無 い んだ よ ね 確 か	4	True
1782	▁ @ n or i k o 7 00 4 ▁ 何 度 でも 言 って や って 下 さ い ! プ ン プ ン	2	True
1783	▁ お は よう ご ざ い ます ▁これ から 晴 れて き て 気 温 も ぐ ん と 上が ると か ▁ 咲 いて る 梅 もある け ど 、 ほとんど が まだ 蕾 で す 。 ▁ 咲 く のが 待 ち 遠 しい な ぁ ▁ # イ マ ソ ラ ▁ # 梅 p ic . t w it ter . c om / O b R b 6 1 r g i A	0	True
1784	▁ @ k am i k a w a 0 3 11 ▁ 名前 出す な ゆ ー た や ろ	2	True
1785	▁ @ bo k us on n _ r y u ▁ ム ボ ボ ボ	4	True
1786	▁ @ m t k 8 5 65 7 v s v h y ▁ 残 念 .. . は ずれ で す ▁8 / 28 ( 火 ) まで 一 投 稿 に 付き 一 回 チャ レンジ できる よ ▁マ ック フ ルー リー ▁ 白 い ブラ ック サン ダー が 8 / 29 ( 水 ) より 全国 で 販売 開始 絶 対 食べ て ね ▁p ic . t w it ter . c om / O 1 h 3 WS e H c H	1	True
1787	▁ @ H ASSY _ O N E f or al l ▁ 31 で 端 さん 見 かけ ま した ( > _ < ) ! 人 多 す ぎ て 買 わ なかった で す け ど	4	True
1788	▁ 結局 め っ ちゃ 寝 ても た ▁ 勉 強 し や な や ば め や	3	True
1789	▁ @ at s us h il on bo o ▁ 確 かに 見 て て す ご い 痛 そう で した ▁ あ んな 悶 え 苦 し む 淳 さん 初めて み ま した	3	True
1790	▁は あ 、 だ る い 、 完 璧 風 邪 引 いた わ .. . ▁ 喉 す ん ご い 痛 い ヽ ( ; ▽ ; ) ノ ▁ 熱 で る 予 感 しか ない 震 ▁ い っ つ も テスト 前 風 邪 引 く わ .. . ▁ 入 試 の とき だ って 熱 で た し 、 神 様 は 卑 怯 だ	1	True
1791	▁ “ @ y u u u u u 3 n : ▁ お つか れ さん ▁ 私 火 曜 、 ほ ん ま に 逃 げ 出した い	3	True
1792	▁ 気 持ち 悪 い ー 、 、 、 今 年に 入 って 早 く も 2 回 目	1	True
1793	▁ 濵 せん せ ー ( ? ) ▁ まず オー ディ ション に 受 かり ま せん ( そ も そ も 受け られ ない 笑 )	1	True
1794	▁ か わ い ー く つ 履 いて る な あ !	0	True
1795	▁ な に ごと	3	True
1796	▁ @ ak n _ k 10 ▁ こ い つ が 可 愛 い	0	True
1797	▁ @ R os e 50 P r it y ▁ お は よう ご ざ い ます 。 ▁ 立ち 直 れ ま した か ( 笑 ) ▁ うち も ア レ 以来 ▁ テレビ で 福 山 さん 見 ても ▁ キャ ー キャ ー 言 わ なく なり ま した ( 笑 ) ▁「 な んで 吹 石 一 恵 な の ? 」 とは 言 い ます が 、 そ も そ も 旦 那 ( ボ ク ) が いる では ▁ あり ま せん か ( 笑 )	0	True
1798	▁ 嫌 味 った ら しい の でも う 嫌 いで す	2	True
1799	▁ 雪 が や んだ け ど 、 街 の あ ち こ ち は まだ まだ 雪 が と け ず ▁ 自 転 車 だけ ど 乗 った り 降 り た り で 大 変 ▁ 滑 って 転 ば ない ように 、 今 日 も 頑 張 り ま 〜 す	4	True
1800	▁ 田 園 都市 線 、 安 定の 遅 延 。 30 分 近く 遅 れて る んだ け ど ▁ 遅 延 → ノ ロ ノ ロ 運転 ( 車 内の 空 調 環境 悪 い ) → 体 調 悪 く なる 人が 出 る → 救 護 で 更に 遅 延 の 悪 循 環 になって る ん じ ゃ ない の .. . ?	2	True
1801	▁ @ g re en g a b le s 8 3 ▁ 私 も 平 和 主義 だ よ ん その 時は 多 少 我 慢 しても その うち 忘 れ ちゃ う し .. . それ で 上 手 く いく なら い い や .. . って 思 って しまう 。 ただ 心 の中 では 、 これ でも か って 思 う く ら い 罵 倒 して る んだ け ど ね 。 ま あ ▁ 取り 合 え ず ▁ 問題 は 1 つ 片 付 いた ▁と	2	True
1802	▁ @ i k et el 7 7 7 ▁ さん ▁ お は よう ご ざ い ます 。 朝 から 、「 お じ ゃ ま しま ん に ゃ 〜 わ 」 今 日 も 、 爺 の 見 張 り 番 、 よ ろ しく お ね が い しま す	0	True
1803	▁も う すぐ 家 につ く ー 眠 い や ( ; ▁ ̄ O ▁ ̄ ) 明 日 は 出 張 もある や ー	1	True
1804	▁ ぐ っ も ー に ん ( ▁ ́ へ ω へ ` * )	0	True
1805	▁ ま ー ま ー 抑 えて 抑 えて 。 ▁ 興 奮 した ら 皿 乾 いて ▁ 死 んで ま う で ぇ 、	4	True
1806	▁ 昨 日 お 疲 れ で した も ん ね 、 お やす み 出来 ま した ? ▁ あ だ 名 ! り ゅ が さん でも り ゅ ー さん でも な ん でも っ っ ! ! お 互 い な ん か 一 文字 減 った だけで す け ど ね ( 笑 ) ▁ じ ゃ ぁ 、 ぬ こ さ んで ! た ま に ぬ ー さん になる か も で す が	0	True
1807	▁ 嵯 峨 野 線 む り や から バス で 京都 行 こう と思 って る 人 や め とき や	3	True
1808	▁ お は よう ご ざ ま ー す ▁ 今 日 は 、 ゆ っ く り 登 校 な ので この 時間 に 地元 に いる って 事が 怖 いで す ▁ でも 、 遅 刻 は しない から 大 丈 夫 ▁ 自 信 持 って い こ 〜 でも 、 ラ ッシュ と 被 る から 不 安 ▁ 昨 日 楽 し めた み た いで 良 かった で す 中 華 って .. . 私 の 好 き な 食べ 物 .. . 笑 ▁と り あ え ず 、 今 日 は 休 んで 下 さ い な	4	True
1809	▁ 金 欠 だ ぁ ～ 駐 輪 場 代 払 えない ▁ 菅 谷 さん 毎 度 車 で 送 って く れて あり が とう ( ^ o ^ )	0	True
1810	▁ 私 以外の 家族 が 嘔 吐 ・ 下 痢 の 症 状 ▁ 流 行 っている の かな ぁ ? 食 欲 なし .. . 困 った な ～	3	True
1811	▁ 久 々の ゆ っ く り 起 き れる のに 優 佳 のために 起 き て く れた 悠 暉 く ん も 本 間に あり が とう 悠 暉 く ん の一 言 一 言 が 力 になり ます 本 間に あり が とう な ! ! 優 佳 頑 張 って くる から ! 悠 暉 く ん も い つ も 通り に サッカー ⚽ ︎ 頑 張 って な ぁ 大 好 き で す ▁p ic . t w it ter . c om / p T F 27 L O k J d	0	True
1812	▁ め で た く 風 邪 悪 化 しま した 〜 ▁ 声 で ま せ ー ん ▁ ガ ッ サ ガ サ や ぞ	1	True
1813	▁ @ n or i k o _ y ▁ @ m u k a _ ▁ @ m _ as h im ar o 5 ▁の り ちゃ ん 、 い つ も が ん ば って る ご 褒 美 だ ね 。 私 な ん て 高い お 金 払 った のに す ご く 、 遠 かった んだ から 上 から 降 って くる や つ 二 枚 と れた ら ま お この もと っ とい て !	0	True
1814	▁ @ W s L o ue ▁ 頑 張 って な ぁ ▁元 気 な B a b y が 産 ま れ ます ように	0	True
1815	▁ うち も 旦 那 が 子供 み たい な 感 じ だ 18 も 年 下 じ ゃ ない け ど 、 年 下 だ から 駄 々 こ ね る の と 拗 ね る のは ピ カ イ チ 、 養 って く れて る から 文 句 言 えない け ど w w ヒ モ 体 質 だった ら 速 攻 別 れる w ▁h t t ps : / / t w it ter . c om / le v i _ l o 24 7 / st at us / 7 8 5 9 8 9 8 50 15 9 65 28 6 4 ▁ .. .	2	True
1816	▁ え ー ▁ あ 、 子 に ゃ ん 顔 に 載 せた ら アイ デ ア 出 て くる ん じ ゃ ない で す か ね ! ?	4	True
1817	▁ や ば 、 風 邪 ひ いた 喉 痛 い よ ー ( T ▁ . ▁ T ) そして 熱 まで 出 た のは つ ら ち 窓 あ け っ ば で 寝 なければ よ かった 。	1	True
1818	▁ あ 〜 〜 a bs が 恋 しい .. . 恋 し す ぎ る 今 電車 の中で a bs ! ! ! ! ど の 曲 も め ちゃ く ちゃ カ ッ コ い いの だ よ ところ で 岸 さん 、 a bs の リー ダー で す ので ず っ と ふ ぉ ろ ー して る んで す が 正 直 言 って る ことが い つ も 難 しく て よく 分 から ぬ ( 笑 ) 早 く a bs ネ タ が 聞 きた い w w w	0	True
1819	▁ に ょ わ ー ー 最高 に カ ッ コ 良 いわ ▁ た っ ち ょ ん	0	True
1820	▁ つ い この 間 まで 20 歳 は 錯 覚	1	True
1821	▁ 電 車の 遅 延 で 間に 合 わ ない 事が 決定 した ので 、 遅 れる って 連絡 した け ど あ と 4 本 早 く 出 て れば ド キ ド キ しない で す んだ のに	3	True
1822	▁ だ から 電車 や 公 共 交通 機関 に 乗車 する 女 観 たら 泥 棒 と思 え って 言 った じ ゃ ん 女 を か 弱 い 天 使 と思 って たら 大 間 違い ! 冤 罪 になり た く なければ 女 の 近く には 行 く な よ ▁ # 大 艦 巨 砲 主義 ▁h t t p : / / m il it ar y 38 . c om / ar ch iv es / 50 11 10 6 2 . h t m l ▁ .. .	2	True
1823	▁ @ l on l y 0 8 7 2 l on l y ▁ 終 電 ゴ メン ね ( ; _ ; ) 楽 しく て 時間 忘 れ ちゃ って た よ ぉ という か 、 人 見 知 り だった の ぉ ? わ から なかった ! ▁これ から Y o u T u b e て E X O 見 る から	0	True
1824	▁ お は よう ご ざ い ます 。 今 日 も 一 日 頑 張 ろう ! ! っ と 。 ▁p ic . t w it ter . c om / d b 5 o 7 u a H V M	0	True
1825	▁ @ s an o _ 39 ▁ ぼ け ぃ	2	True
1826	▁ @ an g el _ w 48 ▁ お は よ ー ご ざ い ます	0	True
1827	▁ い い 加 減 に 休 み ほ しい よ な .. . 困 る	2	True
1828	▁ う ぃ ご ー の 福 箱 と や らが 届 いた け ど Y o u T u b er み た いに 開 封 動 画 でも 撮 った ろ かな	4	True
1829	▁ @ s n ow w h it e _ 0 7 o 22 ▁ ら しい ね .. . どう する んだ ろ	3	True
1830	▁ @ g um i 0 9 11 ▁ 頭 パー マ 当て た 、 大 泉 洋 み たい になった 母 には 不 評 、 父 は 長い より イ イベ リー ショ ート に しよう 。 ▁p ic . t w it ter . c om / 5 q 1 g JV T x K K	1	True
1831	▁ や ば い 。 ▁ 風 邪 ひ いた か も し れない	1	True
1832	▁ 今 日 す ずれ ん に 散 々 で ふ で ぶ 馬 鹿 に された から 痩 せ よう	2	True
1833	▁ こ んな に 相 棒 って 面 白 い ドラマ だ とは 思 わ なかった	0	True
1834	▁ 路 面 ツ ル ツ ル	3	True
1835	▁ 昨 日の 夜 の 時点 では 快 速 は 7 割 言 う て た J R め	2	True
1836	▁ @ M Y M 12 7 ▁ ま ゆ ちゃ ん お は よう ( ๑◠ ܫ ◠๑ ) ▁元 気 復活 よ かった ぁ ▁ い よ い よ ピ ニ コン 楽 し み だ ね ! ! ▁ まだ まだ 暑 い から お 仕 事 の 方 は ム リ せず 体 力 温 存 で	0	True
1837	▁ 今 日 誕生 日 だ ▁p ic . t w it ter . c om / IDWX L Z 2 t p P	0	True
1838	▁ う ん その 時は オス ス メ の チョ コ 教 えて ー ! い つか 丸 の 内で 遊 び ま しょう !	0	True
1839	"▁ お は ご ん ٩ ( ˊ ᗜ ˋ * ) و ▁ 台 風 気 をつ けて ▁ 今 日 も 1 日 が ん ば れ っ つ ご ー ヾ ( ๑ ᅌ ᗜ ᅌ ๑ ) ノ "" ▁p ic . t w it ter . c om / R n U r 4 e G C h M"	0	True
1840	▁ @ er in ak o _ 0 7 18 ▁ お は よう ご ざ い ます	0	True
1841	▁ 今 日 会 えない と かつ ら い ▁ 明 日 わ き て ね	1	True
1842	▁ 26 日 韓国 ソ ウル セ ミ ナー ▁ 会長 が いない のに 2000 人が 集 まり ま した 。 す ご い ▁p ic . t w it ter . c om / B t i I 1 S 3 I	0	True
1843	▁ ち ょ っ と 待 て リ サイ タル ! ! ▁ せ っ か く エ イト が 、 が ん ば って 準 備 した の に出 来 なく なる と か させ ない	2	True
1844	▁そ う か ぁ ▁ 私 と 一 日 違い な ん よ	1	True
1845	▁ 雨 な	3	True
1846	▁ ♡ ✧ ・ ゚ ♡ ✧ ・ ゚ ♡ ✧ ゚ ♡ ▁ H e y y y ▁j c ▁ P le as e ▁f ol l ow ▁m e ▁ i f ▁ y o u ▁s e e ▁ th is ? ▁ il y ▁ # J c T o 1 M il l ion ▁ @ j c c ay l en ▁ ♡ ✧ ・ ゚ ♡ ✧ ・ ゚ ♡ ✧ ゚ ♡	0	True
1847	▁ @ s ec on d _ 12 19 k j ▁ フォ ロ バ あり が とう ご ざ い ます ! 気 になった ので フォ ロー しま した ▁ 私 も S E C O N D ▁ . 啓 司 f an で す ! 良 かった ら 仲 良 く して く だ さ い	0	True
1848	▁ @ s m i le 80 3 ▁ お は よう ご ざ い ます ( ^ - ^ ) / 1 ヶ 月 も や っていた んで す か 凄 いで す ね 感 心 しま す	0	True
1849	▁ @ sh i h o o o o 10 19 ▁ お ー の お ー のうち のは ー と が われ たち や ～ ( ` _ ▁ ́ ) ぱ り ん ゆ う て 。 もう 泣 く で ぇ ー ( ` _ ▁ ́ ) しく しく 。 う わ ー ん 。 え ー ん 。 げ ほ げ ほ っ 。 え ? ( 笑 )	1	True
1851	▁ @ y u u u u k o 70 12 ▁それ 、 ショ ック ▁ 今 から ト ワイ ライト み る ー ♡	1	True
1852	▁ 今 日 あ ら ため て 、 自分 が 太 った 事を 実 感 。 ま え に 、 は け ていた ズ ボ ンは け なかった ! ▁( - 。 - ; ) や ば っ ▁本 気 で や せ よ	3	True
1853	▁ @ s oc c er _ 22 2 ▁ ケー タ か 。 ▁ ケー タ は イ ケ メン な のに 彼女 ほ し ー な ぁ ー 。 と か 言 って 、 ふ ざ ける な ! って 感 じ で す わ 。 ▁ サッカー の 方 は どう な んで す ? 順 調 で す か ? ▁ 残 り 少ない 年 で す が 、 仲 良 く 元 気 に や って 行き ま し ょ ー ! ▁ ま ぁ ー 、 今 週 テスト な んだ け ど ね 。	2	True
1854	▁ @ P ip ic ch i 60 7 ▁ 確 かに ～ 昨 日 は 出来 ま したが 、 一 昨 日 と 今 日 は 浴 室 乾 燥 で す ( ^ ^ ) d ガス 代 が 怖 いで す ～ 明 日から 冷 える ので す 。 気 を 付け ま し ょ ー う	0	True
